date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,3.533989748458225,-8.261223347411677,-9.404055611238594,0.10710576206724731,0.0,0.0,0.0,-6.02324698626703,0.8988296120643327,0.0,0.0,1.7853136775181753,0.0,0.0,0.0,0.0,-9.87002480643878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.47586661749771,-17.942390388748894,0.0,-16.522446694823355,-18.808111222477187,3.784838879170845,-19.74004961287756,7.06797949691645,0.0,-18.808111222477187,-11.832282448399566,-17.942390388748894,7.06797949691645,-16.522446694823355,0.0,-8.261655093363215,1.7976592241286653,7.06797949691645,-16.522446694823355,-18.808111222477187,0.0,0.0,-35.11634639316604,-11.525920201426242,-9.24025567377241,-28.26257842038409,-12.04649397253406,0.0,-12.04649397253406,-12.04649397253406,0.0,3.5706273550363505,5.368286579165016,0.0,5.368286579165016,1.7976592241286653,0.0,0.0,0.0,0.0,0.0,0.0,-19.74004961287756,-19.74004961287756,-19.74004961287756,0.0,0.0,-14.994442180641478,-7.185881516856272,-8.971195194374447,-8.971195194374447,-14.024183448124798,0.0,6.218133038040733,3.533989748458225,-6.336035057980554,-14.024183448124798,-14.284470333678708,0.0,-8.261223347411677,-18.131248153850457,-14.024183448124798,-15.427302597505623,-6.719912321656086,0.0,-19.274080417677375,-18.262116756873652,-4.130827546681608,-3.231997934617275,-4.130827546681608,0.0
1,10.134144289620853,-9.575233813040557,-14.139215219829715,-7.861019115157453,0.0,0.0,0.0,-3.5007788769527655,-3.8059924896096256,0.0,0.0,6.992848699723134,0.0,0.0,0.0,0.0,-4.72326426617944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.984139645540737,-17.05851351157813,0.0,-19.150467626081113,-28.27843043965943,-1.7363408308686372,-9.44652853235888,20.268288579241705,0.0,-28.27843043965943,-22.723595984220438,-17.05851351157813,20.268288579241705,-19.150467626081113,0.0,-8.737898584774168,-7.611984979219251,20.268288579241705,-19.150467626081113,-28.27843043965943,0.0,0.0,-63.15093629605545,-23.732180090732633,-14.604217277154314,-27.16060948649884,-7.001557753905531,0.0,-7.001557753905531,-7.001557753905531,0.0,13.985697399446268,6.373712420227017,0.0,6.373712420227017,-7.611984979219251,0.0,0.0,0.0,0.0,0.0,0.0,-9.44652853235888,-9.44652853235888,-9.44652853235888,0.0,0.0,-12.03003563274183,-1.5364080560659312,-8.529256755789065,-8.529256755789065,-21.44132385840687,0.0,13.32100049973436,10.134144289620853,5.410880023441413,-21.44132385840687,-13.076012689993322,0.0,-9.575233813040557,-14.298498079219996,-21.44132385840687,-17.63999409678248,-10.952359009716208,0.0,-18.862479486009157,-17.949254035636503,-4.368949292387085,-8.17494178199671,-4.368949292387085,0.0
2,10.666147183810708,-9.68114911643998,-14.520890921589515,-8.50328672715234,0.0,0.0,0.0,-3.297456314384342,-4.185222848403321,0.0,0.0,7.412600038291042,0.0,0.0,0.0,0.0,-4.308411631132232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2302874478134,-16.98726895907111,0.0,-19.36229823287996,-29.04178184317903,-2.1813733777225943,-8.616823262264464,21.332294367621415,0.0,-29.04178184317903,-23.60148608307336,-16.98726895907111,21.332294367621415,-19.36229823287996,0.0,-8.776286006491276,-8.370445696806643,21.332294367621415,-19.36229823287996,-29.04178184317903,0.0,0.0,-65.41065353036367,-24.716060929862294,-15.036577319563225,-27.071785708437577,-6.594912628768684,0.0,-6.594912628768684,-6.594912628768684,0.0,14.825200076582083,6.454754379775441,0.0,6.454754379775441,-8.370445696806643,0.0,0.0,0.0,0.0,0.0,0.0,-8.616823262264464,-8.616823262264464,-8.616823262264464,0.0,0.0,-11.791090793919896,-1.0810344412445128,-8.493634479535555,-8.493634479535555,-22.03917958137113,0.0,13.893524373698428,10.666147183810708,6.357735552678475,-22.03917958137113,-12.978605430824324,0.0,-9.68114911643998,-13.989560747572213,-22.03917958137113,-17.818347235973857,-11.293513731701795,0.0,-18.82930255272175,-17.92403585746443,-4.388143003245639,-8.573365851648962,-4.388143003245639,0.0
3,4.640877423566685,-8.481591216117966,-10.198171836507715,-1.22919919341816,0.0,0.0,0.0,-5.600213124917131,0.10980117864776573,0.0,0.0,2.658650248325041,0.0,0.0,0.0,0.0,-9.006880500768611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.883125753184179,-17.79415864424169,0.0,-16.963182432235932,-20.39634367301543,2.858902109813762,-18.013761001537222,9.28175484713337,0.0,-20.39634367301543,-13.658824636670582,-17.79415864424169,9.28175484713337,-16.963182432235932,0.0,-8.3415241400205,0.21960235729553146,9.28175484713337,-16.963182432235932,-20.39634367301543,0.0,0.0,-39.817924492087684,-13.572987212718381,-10.139825971938883,-28.07777125811799,-11.200426249834262,0.0,-11.200426249834262,-11.200426249834262,0.0,5.317300496650082,5.536902853945614,0.0,5.536902853945614,0.21960235729553146,0.0,0.0,0.0,0.0,0.0,0.0,-18.013761001537222,-18.013761001537222,-18.013761001537222,0.0,0.0,-14.497292447037976,-6.238429073795804,-8.897079322120845,-8.897079322120845,-15.268084822477157,0.0,7.4093288505394925,4.640877423566685,-4.366003077201926,-15.268084822477157,-14.081804341035097,0.0,-8.481591216117966,-17.48847171688658,-15.268084822477157,-15.798384961424846,-7.429720409534908,0.0,-19.205052337276328,-18.209647699069247,-4.17076207001025,-4.060960891362484,-4.17076207001025,0.0
4,-2.4020597604980063,-7.079428113585884,-5.14534595616809,7.273480953703258,0.0,0.0,0.0,-8.291905316654411,5.130254308590992,0.0,0.0,-2.898241157242844,0.0,0.0,0.0,0.0,-14.498920264444234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.38029294779451,-18.737331911706484,0.0,-14.158856227171768,-10.29069191233618,8.75047959292083,-28.997840528888467,-4.804119520996013,0.0,-10.29069191233618,-2.0368487259023063,-18.737331911706484,-4.804119520996013,-14.158856227171768,0.0,-7.8333310403879945,10.260508617181983,-4.804119520996013,-14.158856227171768,-10.29069191233618,0.0,0.0,-9.902586232101433,-0.5478495259256784,-4.416013840761263,-29.253667660503957,-16.583810633308822,0.0,-16.583810633308822,-16.583810633308822,0.0,-5.796482314485688,4.464026302696295,0.0,4.464026302696295,10.260508617181983,0.0,0.0,0.0,0.0,0.0,0.0,-28.997840528888467,-28.997840528888467,-28.997840528888467,0.0,0.0,-17.660571272507653,-12.266907113096085,-9.368665955853242,-9.368665955853242,-7.353352876548721,0.0,-0.1700466091498587,-2.4020597604980063,-16.90098002494224,-7.353352876548721,-15.371333430240295,0.0,-7.079428113585884,-21.578348378030118,-7.353352876548721,-13.4372512728225,-2.9133328048199427,0.0,-19.644266220612323,-18.543499350445977,-3.9166655201939973,1.2135887883969936,-3.9166655201939973,0.0
5,-3.9874204015232166,-6.763802098905282,-4.007958092654467,9.187428799066993,0.0,0.0,0.0,-8.897803501887461,6.260355086762394,0.0,0.0,-4.149093847051196,0.0,0.0,0.0,0.0,-15.73517489127476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.093794697877314,-18.94963960902473,0.0,-13.527604197810565,-8.015916185308933,10.076669904031593,-31.47034978254952,-7.974840803046433,0.0,-8.015916185308933,0.5792505943590633,-18.94963960902473,-7.974840803046433,-13.527604197810565,0.0,-7.718937099743329,12.520710173524789,-7.974840803046433,-13.527604197810565,-8.015916185308933,0.0,0.0,-3.1686627849855142,2.3841006097786197,-3.1275874027230124,-29.51836118616593,-17.795607003774922,0.0,-17.795607003774922,-17.795607003774922,0.0,-8.298187694102392,4.222522479422397,0.0,4.222522479422397,12.520710173524789,0.0,0.0,0.0,0.0,0.0,0.0,-31.47034978254952,-31.47034978254952,-31.47034978254952,0.0,0.0,-18.372623306399824,-13.62391365156356,-9.474819804512364,-9.474819804512364,-5.571751794015974,0.0,-1.8761591618120184,-3.9874204015232166,-19.722595292797976,-5.571751794015974,-15.661605600792743,0.0,-6.763802098905282,-22.49897699018004,-5.571751794015974,-12.905761594541929,-1.8966968529432684,0.0,-19.743132983929225,-18.61864914295463,-3.8594685498716643,2.400886536890729,-3.8594685498716643,0.0
6,1.3423687625844503,-7.824898274389563,-7.831717402348396,2.752969520268339,0.0,0.0,0.0,-6.860847683355658,2.4610940694379435,0.0,0.0,0.056120373307053883,0.0,0.0,0.0,0.0,-11.579037578632516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.609454620097209,-18.235887018389143,0.0,-15.649796548779126,-15.663434804696792,5.618179787150785,-23.15807515726503,2.6847375251689005,0.0,-15.663434804696792,-8.215756326174638,-18.235887018389143,2.6847375251689005,-15.649796548779126,0.0,-8.103515579560531,4.922188138875887,2.6847375251689005,-15.649796548779126,-15.663434804696792,0.0,0.0,-25.80729231293924,-7.472758238991213,-7.459119983073547,-28.628493828307015,-13.721695366711316,0.0,-13.721695366711316,-13.721695366711316,0.0,0.11224074661410777,5.034428885489994,0.0,5.034428885489994,4.922188138875887,0.0,0.0,0.0,0.0,0.0,0.0,-23.15807515726503,-23.15807515726503,-23.15807515726503,0.0,0.0,-15.97879119255023,-9.061823135887517,-9.117943509194571,-9.117943509194571,-11.561277393885169,0.0,3.8595832053294474,1.3423687625844503,-10.236668816048066,-11.561277393885169,-14.68574595774522,0.0,-7.824898274389563,-19.403935853022077,-11.561277393885169,-14.692565085704054,-5.314502959603399,0.0,-19.41075498098091,-18.366004703933775,-4.0517577897802655,-1.590663720342322,-4.0517577897802655,0.0
7,8.687124153926455,-9.287149709794207,-13.10107721008681,-6.114084695794514,0.0,0.0,0.0,-4.053805646714093,-2.774505685244129,0.0,0.0,5.8511469429735135,0.0,0.0,0.0,0.0,-5.851641804751554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5946825925188417,-17.252294979991365,0.0,-18.574299419588414,-26.20215442017362,-0.5258755056420004,-11.703283609503108,17.37424830785291,0.0,-26.20215442017362,-20.335780685017212,-17.252294979991365,17.37424830785291,-18.574299419588414,0.0,-8.633486799070184,-5.549011370488258,17.37424830785291,-18.574299419588414,-26.20215442017362,0.0,0.0,-57.00462323135106,-21.05607550390974,-13.428220503324532,-27.402205531909125,-8.107611293428185,0.0,-8.107611293428185,-8.107611293428185,0.0,11.702293885947027,6.153282515458769,0.0,6.153282515458769,-5.549011370488258,0.0,0.0,0.0,0.0,0.0,0.0,-11.703283609503108,-11.703283609503108,-11.703283609503108,0.0,0.0,-12.679953136709775,-2.7750005470221693,-8.626147489995683,-8.626147489995683,-19.815187461749076,0.0,11.76376541165584,8.687124153926455,2.8354823491749004,-19.815187461749076,-13.3409553565083,0.0,-9.287149709794207,-15.138791514545762,-19.815187461749076,-17.154882856800903,-10.024435952357425,0.0,-18.952719014838365,-18.017846165489654,-4.316743399535093,-7.091249084779221,-4.316743399535093,0.0
8,11.294111537777859,-9.80616917892618,-14.971412409532808,-9.261405095389,0.0,0.0,0.0,-3.057458895113422,-4.63285790803446,0.0,0.0,7.908065158931112,0.0,0.0,0.0,0.0,-3.818728830899154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.70121252763538,-16.903173477867227,0.0,-19.61233835785236,-29.942824819065617,-2.7066798729157746,-7.637457661798308,22.588223075555717,0.0,-29.942824819065617,-24.637727981004844,-16.903173477867227,22.588223075555717,-19.61233835785236,0.0,-8.821597663142619,-9.26571581606892,22.588223075555717,-19.61233835785236,-29.942824819065617,0.0,0.0,-68.07797336769598,-25.8774119342879,-15.54692547307464,-26.96694010136226,-6.114917790226844,0.0,-6.114917790226844,-6.114917790226844,0.0,15.816130317862225,6.5504145017933055,0.0,6.5504145017933055,-9.26571581606892,0.0,0.0,0.0,0.0,0.0,0.0,-7.637457661798308,-7.637457661798308,-7.637457661798308,0.0,0.0,-11.509045634047036,-0.5435215800025013,-8.451586738933614,-8.451586738933614,-22.74487514607013,0.0,14.569318788674511,11.294111537777859,7.475382706878705,-22.74487514607013,-12.863628074039601,0.0,-9.80616917892618,-13.624898009825333,-22.74487514607013,-18.02887130464623,-11.696205158636156,0.0,-18.790141240431964,-17.894268882252437,-4.410798831571309,-9.043656739605769,-4.410798831571309,0.0
9,6.7664787361639815,-8.90477257544646,-11.723145443808432,-3.7953598177396173,0.0,0.0,0.0,-4.787844037086842,-1.4054021355299833,0.0,0.0,4.3357538993927935,0.0,0.0,0.0,0.0,-7.349349469976698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9041802753880965,-17.50950321101336,0.0,-17.80954515089292,-23.446290887616865,1.0807881633063525,-14.698698939953395,13.532957472327963,0.0,-23.446290887616865,-17.16640770965292,-17.50950321101336,13.532957472327963,-17.80954515089292,0.0,-8.494899910867332,-2.8108042710599666,13.532957472327963,-17.80954515089292,-23.446290887616865,0.0,0.0,-48.846555673989016,-17.504053050768135,-11.867307314044192,-27.72287856618182,-9.575688074173684,0.0,-9.575688074173684,-9.575688074173684,0.0,8.671507798785587,5.8607035277256205,0.0,5.8607035277256205,-2.8108042710599666,0.0,0.0,0.0,0.0,0.0,0.0,-14.698698939953395,-14.698698939953395,-14.698698939953395,0.0,0.0,-13.542595642593522,-4.4189977061138865,-8.75475160550668,-8.75475160550668,-17.656799100830526,0.0,9.696830500026792,6.7664787361639815,-0.5828707338127161,-17.656799100830526,-13.692616612533302,0.0,-8.90477257544646,-16.25412204542316,-17.656799100830526,-16.510989480895276,-8.792793679945621,0.0,-19.07249491378513,-18.108889238524576,-4.247449955433666,-5.652852090963648,-4.247449955433666,0.0
