date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,-8.145083132397042,0.0,0.0,6.949887326949195,6.142565465487603,0.0,0.7245618290940143,0.0,0.0,-2.42931245583293,0.0,6.588093285059898,0.0,7.234138006215545,4.09143672429847,0.0,0.0,-5.442034486969063,0.0,0.0,-8.40416046152745,-7.979971411805417,0.0,0.0,0.0,2.713688885288004,0.0,-2.5963806576623476,-4.660443559017732,2.9607077049318704,0.0,-6.57722703603806,0.0,0.0,0.0,-6.731950124761433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.790467012731906,0.0,0.0,0.0,1.1389948754929247,0.0,0.0,0.0,0.0,6.857038403796192,-5.419038560717913,0.0,0.0,-3.690939038818362,0.0,0.0,-5.78034312827347,0.0,0.0,0.0,7.527352529453378,0.0,0.0,0.0,0.0,3.1087733058976,0.0,0.0,0.0,0.0,8.29095179481087,-4.702396670038951,1.2273626832630153,0.0,0.0,0.0,1.6917198044708108,-2.0119898971920547,9.950752129902206,-8.181811756524123,-7.8070173929868165,0.0,5.841587287259282,-8.729445876960858,0.0,9.922427604801936
1,-14.932112483253876,0.0,0.0,8.695536242239449,10.008818121306094,0.0,8.68682558597124,0.0,0.0,-1.5534988308827915,0.0,8.5827119398825,0.0,8.535929723139766,-3.552075338921595,0.0,0.0,-8.986512840571692,0.0,0.0,-12.901134781596031,-11.71654682869141,0.0,0.0,0.0,0.43889289576039037,0.0,-7.4852087555920725,2.6881997598486347,4.797319201165404,0.0,-2.721155989694855,0.0,0.0,0.0,-8.760645087509932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.146581728677756,0.0,0.0,0.0,4.245945587293363,0.0,0.0,0.0,0.0,11.501956751310411,-13.293519931786792,0.0,0.0,-7.599725315285259,0.0,0.0,1.6735703417765775,0.0,0.0,0.0,4.4084888064295535,0.0,0.0,0.0,0.0,1.352318765957383,0.0,0.0,0.0,0.0,7.59845235228483,-8.966508682518448,-2.7655583633398466,0.0,0.0,0.0,8.38684807735268,-6.735658641333125,10.111074124332283,-15.803580348018489,-5.662174468551469,0.0,4.531584699368297,-10.721724588272977,0.0,10.412405137654092
2,-15.479178348922424,0.0,0.0,8.836243595284277,10.320455915502702,0.0,9.32862076463618,0.0,0.0,-1.4829042136903423,0.0,8.743487402116417,0.0,8.640860139043946,-4.168177661079017,0.0,0.0,-9.272214142071478,0.0,0.0,-13.263611650653178,-12.017732039392833,0.0,0.0,0.0,0.25553384824527114,0.0,-7.879270846271111,3.2805343013542627,4.945358557729696,0.0,-2.4103388801768517,0.0,0.0,0.0,-8.92416725731362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.336495440562707,0.0,0.0,0.0,4.496380143101796,0.0,0.0,0.0,0.0,11.876358591258516,-13.928239445326366,0.0,0.0,-7.91479151545997,0.0,0.0,2.2743901429457853,0.0,0.0,0.0,4.157094006976852,0.0,0.0,0.0,0.0,1.2107404297330766,0.0,0.0,0.0,0.0,7.542633703592428,-9.310215775684364,-3.087406213994889,0.0,0.0,0.0,8.92650629231291,-7.116408126425416,10.123996816446105,-16.41793004607966,-5.489290237392051,0.0,4.425992449397823,-10.882311440268746,0.0,10.451899586449139
3,-9.283310895430523,0.0,0.0,7.24264369459947,6.790960497284389,0.0,2.0598838376143944,0.0,0.0,-2.282432969738563,0.0,6.922603453237816,0.0,7.452456713457191,2.809571391516308,0.0,0.0,-6.036465932448577,0.0,0.0,-9.158331506935479,-8.606618750177558,0.0,0.0,0.0,2.332191205424476,0.0,-3.416268060839596,-3.4280295802704295,3.2687190729180062,0.0,-5.930539524568363,0.0,0.0,0.0,-7.07217510537611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.185602357511687,0.0,0.0,0.0,1.6600501672460737,0.0,0.0,0.0,0.0,7.636020598634766,-6.739638907747354,0.0,0.0,-4.346467227904093,0.0,0.0,-4.530274679138343,0.0,0.0,0.0,7.004299350345568,0.0,0.0,0.0,0.0,2.814204766627358,0.0,0.0,0.0,0.0,8.174815256920573,-5.417515233166425,0.5577245609127253,0.0,0.0,0.0,2.8145351752784338,-2.8041790317912865,9.977639142710272,-9.46003057152899,-7.447313664340052,0.0,5.621891565007103,-9.063563621807464,0.0,10.004599937102896
4,-2.040962085811909,0.0,0.0,5.379884939612163,2.665333677059002,0.0,-6.436541985888074,0.0,0.0,-3.21700204793249,0.0,4.794172398409115,0.0,6.063332075260768,10.96586151944669,0.0,0.0,-2.254200193212873,0.0,0.0,-4.359669982107608,-4.619368787995203,0.0,0.0,0.0,4.759595770103518,0.0,1.8005354219685987,-11.269669190387134,1.3088953568470638,0.0,-10.045301684652856,0.0,0.0,0.0,-4.907381675289352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.671423660730142,0.0,0.0,0.0,-1.6553356408779,0.0,0.0,0.0,0.0,2.679489968536881,1.6631154986299919,0.0,0.0,-0.17545334642592714,0.0,0.0,-12.484246668371288,0.0,0.0,0.0,10.332397374402682,0.0,0.0,0.0,0.0,4.688494060054281,0.0,0.0,0.0,0.0,8.91377220759397,-0.8673379816473075,4.818517537314773,0.0,0.0,0.0,-4.329747215548189,2.2363850998260038,9.806561673394516,-1.3269426132709272,-9.736047040547152,0.0,7.019777914476304,-6.93762948959714,0.0,9.481751424396274
5,-0.4107140158271818,0.0,0.0,4.960579139105555,1.7366577270388808,0.0,-8.349081987018277,0.0,0.0,-3.4273729477667505,0.0,4.315063933677109,0.0,5.75064101053598,12.801837193752029,0.0,0.0,-1.4028146022055443,0.0,0.0,-3.279494351934865,-3.7218413799309165,0.0,0.0,0.0,5.306002980066181,0.0,2.9748345385815034,-13.034817235028434,0.8677402958823599,0.0,-10.971532006646582,0.0,0.0,0.0,-4.420088063218712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105483649309914,0.0,0.0,0.0,-2.401626858965957,0.0,0.0,0.0,0.0,1.5637781040647285,3.554570123869687,0.0,0.0,0.7634392019595415,0.0,0.0,-14.27468065947347,0.0,0.0,0.0,11.081550104140483,0.0,0.0,0.0,0.0,5.110395377365064,0.0,0.0,0.0,0.0,9.080110943038079,0.15690399804381983,5.77761930236076,0.0,0.0,0.0,-5.937920597587255,3.3710128515699935,9.76805224482357,0.5038102675288663,-10.25123945496329,0.0,7.334441234786634,-6.459083080544378,0.0,9.36405855967229
6,-5.891409242746132,0.0,0.0,6.370234112337649,4.858753032863953,0.0,-1.9193557088672106,0.0,0.0,-2.7201316341088364,0.0,5.925768171994515,0.0,6.801870242142068,6.629510846511617,0.0,0.0,-4.265069145432912,0.0,0.0,-6.9109131093129275,-6.739219085799296,0.0,0.0,0.0,3.4690485663587474,0.0,-0.9730159032569474,-7.100604742348394,2.3508498185840443,0.0,-7.857658604038489,0.0,0.0,0.0,-6.0583097688323075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00810495978468,0.0,0.0,0.0,0.10731321719377762,0.0,0.0,0.0,0.0,5.314665348045123,-2.8042696915837286,0.0,0.0,-2.3930030618084595,0.0,0.0,-8.255459898034934,0.0,0.0,0.0,8.562989974732858,0.0,0.0,0.0,0.0,3.692014593121786,0.0,0.0,0.0,0.0,8.520900396995966,-3.2864726466871685,2.553236116391812,0.0,0.0,0.0,-0.5314377798635768,-0.44346729890877534,9.897516248030234,-5.650957684787461,-8.519225377705816,0.0,6.276581520389026,-8.067897756202452,0.0,9.759727619989718
7,-13.44412185046049,0.0,0.0,8.312819577875839,9.161179568638838,0.0,6.941176160634975,0.0,0.0,-1.7455125091254091,0.0,8.145411064795482,0.0,8.25052446253238,-1.8763091437630521,0.0,0.0,-8.209420195814852,0.0,0.0,-11.915216595854034,-10.897338758175188,0.0,0.0,0.0,0.9376199453945171,0.0,-6.413380413765591,1.0770806889059994,4.39465986949018,0.0,-3.5665623228235175,0.0,0.0,0.0,-8.315873311035471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63002633369166,0.0,0.0,0.0,3.5647766521500155,0.0,0.0,0.0,0.0,10.483603266465273,-11.567115946694656,0.0,0.0,-6.7427616771009315,0.0,0.0,0.03937180693648745,0.0,0.0,0.0,5.0922695542220575,0.0,0.0,0.0,0.0,1.7374044591595947,0.0,0.0,0.0,0.0,7.750276166567186,-8.031643308619598,-1.8901489894171384,0.0,0.0,0.0,6.919005868280651,-5.700039892636619,10.075925075520141,-14.132581199026935,-6.132410563813096,0.0,4.818790114130618,-10.284936723200335,0.0,10.304982296014078
8,-16.124922698556418,0.0,0.0,9.002331417396181,10.68830621902865,0.0,10.08618148310425,0.0,0.0,-1.3995759016398546,0.0,8.933263172846456,0.0,8.76471766229129,-4.895411104612085,0.0,0.0,-9.609449587937046,0.0,0.0,-13.691471264560233,-12.373244346427544,0.0,0.0,0.0,0.03910091700679397,0.0,-8.344412951509167,3.979712786568042,5.120100913310626,0.0,-2.0434572945463128,0.0,0.0,0.0,-9.117185180414307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.560665351470703,0.0,0.0,0.0,4.79198750871355,0.0,0.0,0.0,0.0,12.318294174908218,-14.677448206450098,0.0,0.0,-8.286688632957588,0.0,0.0,2.9835844394663766,0.0,0.0,0.0,3.860353191178432,0.0,0.0,0.0,0.0,1.0436245184968627,0.0,0.0,0.0,0.0,7.476746615292239,-9.715919964648489,-3.4673082405056386,0.0,0.0,0.0,9.563506816222896,-7.565836328866696,10.139250474073533,-17.143094731208652,-5.285221545817626,0.0,4.301353711975874,-11.071864579679211,0.0,10.498517953179341
9,-11.469095850441047,0.0,0.0,7.804835625490437,8.036099784370375,0.0,4.624156868997507,0.0,0.0,-2.000374333205988,0.0,7.564976901371522,0.0,7.871702984883887,0.3479533834670767,0.0,0.0,-7.1779767552486895,0.0,0.0,-10.606596764641143,-9.809995059204494,0.0,0.0,0.0,1.5995857321624496,0.0,-4.990731106699042,-1.061375013778997,3.8602057998996453,0.0,-4.688679258046221,0.0,0.0,0.0,-7.72552293970093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.944396792037475,0.0,0.0,0.0,2.660653784932696,0.0,0.0,0.0,0.0,9.131931713262137,-9.27564133526302,0.0,0.0,-5.605304606347776,0.0,0.0,-2.129717516861035,0.0,0.0,0.0,5.999859108510907,0.0,0.0,0.0,0.0,2.2485328490487833,0.0,0.0,0.0,0.0,7.951793551167156,-6.790786424660634,-0.7282086948654569,0.0,0.0,0.0,4.97072308816602,-4.325451968690186,10.02927136430046,-11.914646023539218,-6.756559999852112,0.0,5.200000955785637,-9.705183483496146,0.0,10.162398800823178
